"","ID","year","daytopart","interactions","sexage"
"1580","ID123",2020,26,8,"FAO"
"1581","ID123",2021,-43,2,"FAO"
"1582","ID123",2020,32,2,"FAO"
"1583","ID123",2020,34,1,"FAO"
"1584","ID123",2021,-14,3,"FAO"
"1585","ID123",2021,-12,1,"FAO"
"1586","ID123",2021,-9,4,"FAO"
"1587","ID123",2021,-5,1,"FAO"
"1588","ID123",2021,6,1,"FAO"
"1589","ID123",2021,12,1,"FAO"
"1590","ID123",2021,19,2,"FAO"
"1591","ID123",2021,1,1,"FAO"
"1592","ID123",2021,-40,5,"FAO"
"1593","ID123",2021,-39,1,"FAO"
"1594","ID123",2021,-28,3,"FAO"
"1595","ID123",2021,-25,1,"FAO"
"1596","ID123",2020,27,4,"FAO"
"1597","ID123",2020,45,1,"FAO"
"1598","ID123",2021,-12,2,"FAO"
"1599","ID123",2021,-9,4,"FAO"
"1600","ID123",2021,-18,2,"FAO"
"1601","ID123",2021,-14,1,"FAO"
"1602","ID123",2021,-41,6,"FAO"
"1603","ID123",2020,11,1,"FAO"
"1604","ID124",2019,14,3,"FAO"
"1605","ID124",2019,6,1,"FAO"
"1606","ID124",2019,57,3,"FAO"
"1607","ID124",2019,33,3,"FAO"
"1608","ID124",2019,23,2,"FAO"
"1609","ID124",2019,26,1,"FAO"
"1610","ID124",2019,18,1,"FAO"
"1611","ID124",2019,20,1,"FAO"
"1612","ID124",2019,39,1,"FAO"
"1613","ID124",2019,15,2,"FAO"
"1614","ID125",2019,13,1,"FAY"
"1615","ID125",2019,20,2,"FAY"
"1616","ID125",2019,25,1,"FAY"
"1617","ID125",2019,12,1,"FAY"
"1618","ID125",2019,16,2,"FAY"
"1619","ID125",2019,10,2,"FAY"
"1620","ID125",2019,15,1,"FAY"
"1621","ID125",2019,24,1,"FAY"
"1622","ID125",2019,11,1,"FAY"
"1623","ID125",2019,21,2,"FAY"
"1624","ID126",2021,-22,1,"FAO"
"1625","ID126",2021,-16,1,"FAO"
"1626","ID126",2020,9,1,"FAO"
"1627","ID126",2021,-22,2,"FAO"
"1628","ID126",2021,-24,1,"FAO"
"1629","ID126",2020,21,4,"FAO"
"1630","ID126",2020,26,1,"FAO"
"1631","ID126",2021,-10,2,"FAO"
"1632","ID126",2019,17,1,"FAO"
"1633","ID126",2021,-24,1,"FAO"
"1634","ID126",2020,29,2,"FAO"
"1635","ID126",2020,34,3,"FAO"
"1636","ID126",2019,14,1,"FAO"
"1637","ID126",2020,28,2,"FAO"
"1638","ID126",2021,-25,1,"FAO"
"1639","ID126",2021,-31,1,"FAO"
"1640","ID126",2020,40,4,"FAO"
"1641","ID126",2019,16,2,"FAO"
"1642","ID126",2020,36,2,"FAO"
"1643","ID126",2021,-14,2,"FAO"
"1644","ID126",2019,15,3,"FAO"
"1645","ID126",2019,20,2,"FAO"
"1646","ID126",2019,18,3,"FAO"
"1647","ID126",2020,37,1,"FAO"
"1648","ID126",2021,-8,1,"FAO"
"1649","ID126",2020,24,2,"FAO"
"1650","ID126",2020,25,2,"FAO"
"1651","ID126",2019,13,1,"FAO"
"1652","ID126",2020,26,1,"FAO"
"1653","ID126",2020,32,2,"FAO"
"1654","ID126",2020,36,2,"FAO"
"1655","ID126",2019,11,1,"FAO"
"1656","ID126",2021,10,1,"FAO"
"1657","ID129",2019,22,4,"FAO"
"1658","ID129",2019,41,1,"FAO"
"1659","ID129",2019,42,11,"FAO"
"1660","ID129",2019,32,1,"FAO"
"1661","ID129",2019,18,1,"FAO"
"1662","ID129",2019,25,2,"FAO"
"1663","ID129",2019,34,7,"FAO"
"1664","ID129",2019,20,2,"FAO"
"1665","ID129",2019,14,2,"FAO"
"1666","ID129",2019,40,1,"FAO"
"1667","ID129",2019,36,3,"FAO"
"1668","ID129",2019,39,1,"FAO"
"1669","ID129",2019,26,2,"FAO"
"1670","ID129",2019,40,2,"FAO"
"1671","ID129",2019,42,1,"FAO"
"1672","ID129",2019,36,5,"FAO"
"1673","ID129",2020,6,1,"FAO"
"1674","ID129",2019,32,1,"FAO"
"1675","ID130",2021,9,3,"FAO"
"1676","ID130",2019,17,1,"FAO"
"1677","ID130",2019,14,3,"FAO"
"1678","ID130",2019,15,1,"FAO"
"1679","ID130",2021,7,4,"FAO"
"1680","ID130",2021,11,1,"FAO"
"1681","ID130",2021,7,1,"FAO"
"1682","ID130",2021,10,2,"FAO"
"1683","ID130",2021,1,1,"FAO"
"1684","ID130",2019,18,4,"FAO"
"1685","ID130",2019,22,2,"FAO"
"1686","ID130",2019,66,21,"FAO"
"1687","ID130",2020,30,1,"FAO"
"1688","ID130",2021,-21,1,"FAO"
"1689","ID130",2020,35,1,"FAO"
"1690","ID130",2020,34,3,"FAO"
"1691","ID130",2021,-2,2,"FAO"
"1692","ID130",2019,34,1,"FAO"
"1693","ID130",2019,20,2,"FAO"
"1694","ID130",2019,31,1,"FAO"
"1695","ID130",2021,-9,1,"FAO"
"1696","ID130",2020,31,6,"FAO"
"1697","ID130",2021,-24,1,"FAO"
"1698","ID130",2019,35,1,"FAO"
"1699","ID130",2020,27,4,"FAO"
"1700","ID130",2019,33,5,"FAO"
"1701","ID130",2019,35,1,"FAO"
"1702","ID130",2021,-34,2,"FAO"
"1703","ID130",2021,-28,1,"FAO"
"1704","ID130",2019,25,1,"FAO"
"1705","ID130",2021,-29,4,"FAO"
"1706","ID130",2019,23,1,"FAO"
"1707","ID130",2021,-16,1,"FAO"
"1708","ID132",2019,17,3,"FAY"
"1709","ID133",2020,8,1,"FAO"
"1710","ID133",2020,19,71,"FAO"
"1711","ID133",2020,20,1,"FAO"
"1712","ID133",2020,22,2,"FAO"
"1713","ID133",2020,27,3,"FAO"
"1714","ID133",2020,32,2,"FAO"
"1715","ID133",2020,19,1,"FAO"
"1716","ID133",2020,21,3,"FAO"
"1717","ID133",2020,5,1,"FAO"
"1718","ID136",2019,26,1,"JUV"
"1719","ID136",2019,27,2,"JUV"
"1720","ID136",2019,28,5,"JUV"
"1721","ID136",2019,27,2,"JUV"
"1722","ID137",2019,29,1,"JUV"
"1723","ID137",2019,26,4,"JUV"
"1724","ID137",2019,25,3,"JUV"
"1725","ID137",2019,28,1,"JUV"
"1726","ID137",2019,34,1,"JUV"
"1727","ID137",2019,27,4,"JUV"
"1728","ID138",2019,30,1,"JUV"
"1729","ID139",2019,32,3,"JUV"
"1730","ID139",2019,37,3,"JUV"
"1731","ID139",2019,34,3,"JUV"
"1732","ID139",2019,32,3,"JUV"
"1733","ID139",2019,34,4,"JUV"
"1734","ID139",2019,26,2,"JUV"
"1735","ID140",2019,26,3,"JUV"
"1736","ID140",2019,42,3,"JUV"
"1737","ID140",2019,33,6,"JUV"
"1738","ID140",2019,36,1,"JUV"
"1739","ID140",2019,25,1,"JUV"
"1740","ID140",2019,36,1,"JUV"
"1741","ID140",2019,42,1,"JUV"
"1742","ID140",2019,25,1,"JUV"
"1743","ID142",2019,27,4,"JUV"
"1744","ID142",2019,31,1,"JUV"
"1745","ID142",2019,26,4,"JUV"
"1746","ID142",2019,30,3,"JUV"
"1747","ID142",2019,28,1,"JUV"
"1748","ID142",2019,34,4,"JUV"
"1749","ID142",2019,32,7,"JUV"
"1750","ID142",2019,31,4,"JUV"
"1751","ID142",2019,25,3,"JUV"
"1752","ID143",2021,15,1,"FAO"
"1753","ID143",2020,10,1,"FAO"
"1754","ID143",2021,14,4,"FAO"
"1755","ID143",2021,-34,1,"FAO"
"1756","ID143",2021,-32,1,"FAO"
"1757","ID143",2021,11,3,"FAO"
"1758","ID143",2020,21,5,"FAO"
"1759","ID143",2020,25,3,"FAO"
"1760","ID143",2020,14,1,"FAO"
"1761","ID143",2020,20,1,"FAO"
"1762","ID143",2020,25,2,"FAO"
"1763","ID143",2021,-35,1,"FAO"
"1764","ID143",2021,-5,1,"FAO"
"1765","ID144",2021,-38,1,"FAO"
"1766","ID144",2021,-40,5,"FAO"
"1767","ID144",2021,-40,2,"FAO"
"1768","ID144",2021,-38,2,"FAO"
"1769","ID145",2019,34,1,"JUV"
"1770","ID145",2019,26,2,"JUV"
"1771","ID145",2019,29,9,"JUV"
"1772","ID145",2019,32,9,"JUV"
"1773","ID145",2019,34,2,"JUV"
"1774","ID145",2019,33,5,"JUV"
"1775","ID145",2019,30,2,"JUV"
"1776","ID145",2019,64,4,"JUV"
"1777","ID146",2019,33,3,"JUV"
"1778","ID146",2019,29,3,"JUV"
"1779","ID146",2019,35,4,"JUV"
"1780","ID146",2019,32,7,"JUV"
"1781","ID146",2019,30,9,"JUV"
"1782","ID146",2019,33,5,"JUV"
"1783","ID147",2019,27,2,"JUV"
"1784","ID148",2019,26,6,"JUV"
"1785","ID148",2019,42,2,"JUV"
"1786","ID148",2019,37,1,"JUV"
"1787","ID148",2019,44,1,"JUV"
"1788","ID148",2019,35,8,"JUV"
"1789","ID148",2019,42,2,"JUV"
"1790","ID149",2019,42,3,"JUV"
"1791","ID149",2019,42,3,"JUV"
"1792","ID149",2019,44,1,"JUV"
"1793","ID149",2019,26,1,"JUV"
"1794","ID149",2019,36,5,"JUV"
"1795","ID149",2019,37,1,"JUV"
"1796","ID149",2019,29,1,"JUV"
"1797","ID149",2019,32,1,"JUV"
"1798","ID149",2019,30,1,"JUV"
"1799","ID150",2019,35,1,"JUV"
"1800","ID150",2019,30,3,"JUV"
"1801","ID150",2019,29,2,"JUV"
"1802","ID150",2019,44,1,"JUV"
"1803","ID151",2019,27,12,"JUV"
"1804","ID151",2019,29,3,"JUV"
"1805","ID151",2019,30,3,"JUV"
"1806","ID151",2019,33,1,"JUV"
"1807","ID151",2019,31,1,"JUV"
"1808","ID151",2019,31,4,"JUV"
"1809","ID152",2019,32,3,"JUV"
"1810","ID152",2019,29,1,"JUV"
"1811","ID152",2019,35,4,"JUV"
"1812","ID152",2019,30,4,"JUV"
"1813","ID152",2019,28,2,"JUV"
"1814","ID152",2019,38,5,"JUV"
"1815","ID152",2019,27,3,"JUV"
"1816","ID153",2019,41,3,"JUV"
"1817","ID153",2019,35,1,"JUV"
"1818","ID153",2019,30,2,"JUV"
"1819","ID153",2019,31,1,"JUV"
"1820","ID153",2019,41,4,"JUV"
"1821","ID153",2019,43,1,"JUV"
"1822","ID153",2019,27,2,"JUV"
"1823","ID153",2019,43,1,"JUV"
"1824","ID154",2019,33,10,"JUV"
"1825","ID155",2019,40,4,"JUV"
"1826","ID155",2019,31,1,"JUV"
"1827","ID155",2019,33,8,"JUV"
"1828","ID155",2019,43,1,"JUV"
"1829","ID155",2019,32,6,"JUV"
"1830","ID155",2019,27,1,"JUV"
"1831","ID155",2019,42,2,"JUV"
"1832","ID155",2019,26,1,"JUV"
"1833","ID155",2019,40,2,"JUV"
"1834","ID157",2020,20,1,"FAY"
"1835","ID157",2021,-25,1,"FAY"
"1836","ID157",2021,-5,1,"FAY"
"1837","ID157",2021,-26,3,"FAY"
"1838","ID157",2021,-35,4,"FAY"
"1839","ID157",2021,-5,1,"FAY"
"1840","ID157",2021,-28,1,"FAY"
"1841","ID157",2021,17,3,"FAY"
"1842","ID157",2020,10,1,"FAY"
"1843","ID157",2021,-33,1,"FAY"
"1844","ID157",2021,-23,2,"FAY"
"1845","ID157",2020,24,4,"FAY"
"1846","ID157",2021,-28,4,"FAY"
"1847","ID157",2021,-35,1,"FAY"
"1848","ID157",2021,-34,1,"FAY"
"1849","ID157",2021,-33,1,"FAY"
"1850","ID158",2020,36,2,"FAO"
"1851","ID158",2020,23,1,"FAO"
"1852","ID158",2020,45,25,"FAO"
"1853","ID158",2020,36,1,"FAO"
"1854","ID158",2020,21,2,"FAO"
"1855","ID158",2020,34,7,"FAO"
"1856","ID158",2020,24,1,"FAO"
"1857","ID158",2020,32,2,"FAO"
"1858","ID160",2019,34,8,"JUV"
"1859","ID160",2019,42,7,"JUV"
"1860","ID160",2019,39,1,"JUV"
"1861","ID160",2019,40,2,"JUV"
"1862","ID160",2019,36,1,"JUV"
"1863","ID160",2019,42,1,"JUV"
"1864","ID160",2019,37,3,"JUV"
"1865","ID160",2019,36,1,"JUV"
"1866","ID161",2019,40,1,"JUV"
"1867","ID161",2019,42,4,"JUV"
"1868","ID162",2019,35,1,"JUV"
"1869","ID164",2019,42,2,"JUV"
"1870","ID164",2019,43,2,"JUV"
"1871","ID164",2019,40,1,"JUV"
"1872","ID164",2019,39,1,"JUV"
"1873","ID164",2019,36,3,"JUV"
"1874","ID164",2019,38,1,"JUV"
"1875","ID165",2019,34,3,"JUV"
"1876","ID166",2020,60,16,"FAY"
"1877","ID166",2020,31,2,"FAY"
"1878","ID166",2020,27,4,"FAY"
"1879","ID166",2020,22,2,"FAY"
"1880","ID166",2020,60,34,"FAY"
"1881","ID166",2020,27,2,"FAY"
"1882","ID169",2019,38,5,"JUV"
"1883","ID169",2019,35,1,"JUV"
"1884","ID170",2019,42,3,"JUV"
"1885","ID170",2019,41,2,"JUV"
"1886","ID171",2021,-43,1,"FAY"
"1887","ID171",2021,-41,3,"FAY"
"1888","ID171",2021,-38,2,"FAY"
"1889","ID171",2021,-25,1,"FAY"
"1890","ID171",2021,-39,2,"FAY"
"1891","ID171",2020,28,1,"FAY"
"1892","ID171",2020,20,2,"FAY"
"1893","ID171",2020,22,1,"FAY"
"1894","ID171",2020,25,1,"FAY"
"1895","ID171",2020,27,4,"FAY"
"1896","ID171",2021,-31,1,"FAY"
"1897","ID173",2020,64,24,"FAY"
"1898","ID174",2020,45,6,"FAY"
"1899","ID174",2020,63,19,"FAY"
"1900","ID174",2020,27,7,"FAY"
"1901","ID174",2020,32,1,"FAY"
"1902","ID174",2020,45,23,"FAY"
"1903","ID174",2020,37,1,"FAY"
"1904","ID175",2021,-26,2,"FAY"
"1905","ID175",2021,-39,6,"FAY"
"1906","ID175",2021,-41,4,"FAY"
"1907","ID175",2020,34,4,"FAY"
"1908","ID175",2020,45,9,"FAY"
"1909","ID175",2021,-40,1,"FAY"
"1910","ID177",2019,41,8,"JUV"
"1911","ID178",2019,42,2,"JUV"
"1912","ID178",2019,42,7,"JUV"
"1913","ID179",2019,44,4,"JUV"
"1914","ID179",2019,41,6,"JUV"
"1915","ID179",2019,37,2,"JUV"
"1916","ID179",2019,42,6,"JUV"
"1917","ID179",2019,40,3,"JUV"
"1918","ID179",2019,41,1,"JUV"
"1919","ID183",2020,20,4,"FAY"
"1920","ID183",2021,-31,1,"FAY"
"1921","ID183",2020,34,1,"FAY"
"1922","ID183",2021,-25,2,"FAY"
"1923","ID183",2020,19,2,"FAY"
"1924","ID183",2021,-23,2,"FAY"
"1925","ID183",2021,-42,1,"FAY"
"1926","ID183",2021,-22,1,"FAY"
"1927","ID183",2020,45,44,"FAY"
"1928","ID183",2021,-40,2,"FAY"
"1929","ID183",2020,27,1,"FAY"
"1930","ID183",2021,-41,2,"FAY"
"1931","ID183",2021,-18,2,"FAY"
"1932","ID183",2021,-24,1,"FAY"
"1933","ID183",2021,-42,1,"FAY"
"1934","ID183",2021,-39,3,"FAY"
"1935","ID183",2021,-31,3,"FAY"
"1936","ID183",2020,26,4,"FAY"
"1937","ID183",2020,34,2,"FAY"
"1938","ID183",2020,45,18,"FAY"
"1939","ID183",2021,-12,1,"FAY"
"1940","ID184",2021,-22,3,"FAO"
"1941","ID184",2021,-11,1,"FAO"
"1942","ID184",2021,-33,1,"FAO"
"1943","ID184",2021,-30,1,"FAO"
"1944","ID184",2021,-29,2,"FAO"
"1945","ID184",2021,-41,1,"FAO"
"1946","ID184",2021,-9,1,"FAO"
"1947","ID184",2021,-27,1,"FAO"
"1948","ID184",2021,-30,1,"FAO"
"1949","ID184",2021,-28,3,"FAO"
"1950","ID184",2021,-14,1,"FAO"
"1951","ID184",2021,9,1,"FAO"
"1952","ID184",2021,-32,1,"FAO"
"1953","ID184",2021,19,1,"FAO"
"1954","ID184",2021,-22,4,"FAO"
"1955","ID184",2021,-33,1,"FAO"
"1956","ID184",2021,-15,1,"FAO"
"1957","ID186",2021,-42,3,"FAO"
"1958","ID186",2020,27,4,"FAO"
"1959","ID186",2020,18,1,"FAO"
"1960","ID186",2020,19,3,"FAO"
"1961","ID187",2020,22,1,"FAO"
"1962","ID192",2019,39,1,"JUV"
"1963","ID192",2019,41,1,"JUV"
"1964","ID195",2020,25,3,"FAY"
"1965","ID195",2020,6,1,"FAY"
"1966","ID195",2021,-27,1,"FAY"
"1967","ID198",2019,63,1,"JUV"
"1968","ID201",2021,-28,1,"FAY"
"1969","ID201",2021,-2,1,"FAY"
"1970","ID201",2021,-33,1,"FAY"
"1971","ID201",2021,-34,2,"FAY"
"1972","ID201",2021,-27,2,"FAY"
"1973","ID201",2020,26,4,"FAY"
"1974","ID201",2020,24,8,"FAY"
"1975","ID201",2021,-3,1,"FAY"
"1976","ID205",2021,-35,3,"FAO"
"1977","ID205",2020,35,2,"FAO"
"1978","ID205",2021,-41,4,"FAO"
"1979","ID205",2021,-38,8,"FAO"
"1980","ID205",2020,29,2,"FAO"
"1981","ID205",2020,32,7,"FAO"
"1982","ID205",2021,-42,2,"FAO"
"1983","ID205",2020,32,5,"FAO"
"1984","ID205",2021,-29,2,"FAO"
"1985","ID205",2021,-27,1,"FAO"
"1986","ID205",2020,21,4,"FAO"
"1987","ID205",2020,28,1,"FAO"
"1988","ID205",2021,-16,1,"FAO"
"1989","ID205",2021,-13,2,"FAO"
"1990","ID205",2021,-15,4,"FAO"
"1991","ID205",2021,-43,1,"FAO"
"1992","ID205",2021,-42,4,"FAO"
"1993","ID205",2021,-1,2,"FAO"
"1994","ID205",2020,28,3,"FAO"
"1995","ID205",2021,-33,1,"FAO"
"1996","ID205",2021,-30,2,"FAO"
"1997","ID205",2020,44,3,"FAO"
"1998","ID205",2021,-38,6,"FAO"
"1999","ID205",2021,-22,1,"FAO"
"2000","ID205",2021,-18,1,"FAO"
"2001","ID205",2021,-14,4,"FAO"
"2002","ID205",2021,-39,1,"FAO"
"2003","ID205",2021,-12,2,"FAO"
"2004","ID205",2021,-40,4,"FAO"
"2005","ID205",2021,-9,1,"FAO"
"2006","ID205",2021,-32,1,"FAO"
"2007","ID205",2021,-41,4,"FAO"
"2008","ID205",2021,-26,1,"FAO"
"2009","ID205",2021,2,1,"FAO"
"2010","ID206",2020,36,1,"FAO"
"2011","ID206",2020,29,1,"FAO"
"2012","ID206",2020,24,4,"FAO"
"2013","ID206",2020,20,1,"FAO"
"2014","ID206",2020,27,8,"FAO"
"2015","ID206",2020,28,2,"FAO"
"2016","ID206",2020,32,1,"FAO"
"2017","ID206",2020,30,6,"FAO"
"2018","ID206",2020,31,2,"FAO"
"2019","ID206",2020,60,11,"FAO"
"2020","ID206",2020,60,23,"FAO"
"2021","ID206",2020,21,1,"FAO"
"2022","ID206",2020,25,17,"FAO"
"2023","ID206",2020,28,1,"FAO"
"2024","ID206",2020,45,2,"FAO"
"2025","ID206",2020,26,1,"FAO"
"2026","ID206",2020,45,91,"FAO"
"2027","ID206",2020,31,3,"FAO"
"2028","ID206",2020,36,7,"FAO"
"2029","ID208",2021,-43,3,"FAO"
"2030","ID208",2021,-38,24,"FAO"
"2031","ID208",2021,-32,1,"FAO"
"2032","ID208",2021,-30,1,"FAO"
"2033","ID208",2021,-39,1,"FAO"
"2034","ID208",2021,10,3,"FAO"
"2035","ID208",2021,17,1,"FAO"
"2036","ID208",2021,-28,2,"FAO"
"2037","ID208",2021,9,1,"FAO"
"2038","ID208",2021,-40,1,"FAO"
"2039","ID208",2021,-41,2,"FAO"
"2040","ID208",2021,14,5,"FAO"
"2041","ID208",2021,-9,1,"FAO"
"2042","ID208",2021,6,2,"FAO"
"2043","ID208",2021,-27,1,"FAO"
"2044","ID208",2021,-43,3,"FAO"
"2045","ID210",2019,65,2,"JUV"
"2046","ID212",2021,-29,1,"FAO"
"2047","ID213",2019,65,1,"FAO"
"2048","ID213",2019,64,4,"FAO"
"2049","ID216",2021,-13,1,"FAO"
"2050","ID216",2021,-42,4,"FAO"
"2051","ID216",2021,-43,7,"FAO"
"2052","ID216",2021,-42,1,"FAO"
"2053","ID216",2021,-15,1,"FAO"
"2054","ID216",2021,-40,2,"FAO"
"2055","ID217",2021,-14,1,"FAY"
"2056","ID217",2021,-5,1,"FAY"
"2057","ID217",2021,-22,1,"FAY"
"2058","ID217",2021,-24,2,"FAY"
"2059","ID218",2020,27,2,"FAY"
"2060","ID218",2020,32,5,"FAY"
"2061","ID218",2021,-42,3,"FAY"
"2062","ID218",2021,-41,10,"FAY"
"2063","ID218",2020,13,1,"FAY"
"2064","ID218",2021,-43,1,"FAY"
"2065","ID218",2021,-28,10,"FAY"
"2066","ID218",2020,27,5,"FAY"
"2067","ID218",2021,-42,1,"FAY"
"2068","ID218",2020,31,2,"FAY"
"2069","ID218",2020,45,1,"FAY"
"2070","ID218",2021,-33,2,"FAY"
"2071","ID218",2021,-43,1,"FAY"
"2072","ID218",2020,8,1,"FAY"
"2073","ID218",2021,-40,2,"FAY"
"2074","ID218",2021,-30,1,"FAY"
"2075","ID218",2021,-29,6,"FAY"
"2076","ID218",2020,25,1,"FAY"
"2077","ID218",2021,-28,3,"FAY"
"2078","ID218",2020,50,2,"FAY"
"2079","ID218",2021,-29,1,"FAY"
"2080","ID218",2021,-25,1,"FAY"
"2081","ID218",2021,-23,5,"FAY"
"2082","ID218",2021,-19,1,"FAY"
"2083","ID218",2020,21,1,"FAY"
"2084","ID218",2020,23,3,"FAY"
"2085","ID218",2020,20,7,"FAY"
"2086","ID218",2021,-26,3,"FAY"
"2087","ID218",2021,-24,1,"FAY"
"2088","ID218",2021,-27,1,"FAY"
"2089","ID218",2020,13,3,"FAY"
"2090","ID219",2020,64,2,"FAY"
"2091","ID219",2020,60,2,"FAY"
"2092","ID227",2021,-28,1,"FAY"
